index,product,category,price,quantity,brand,sales volume,normalized_demand,demand_category,inventory_strategy
335,Harvest Gold Bakery Product 335,Bakery,262.88,164,Harvest Gold,7,0.045454545454545456,Low Demand,"Stored in secondary locations, replenished as needed"
336,Haldiram Snacks Product 336,Snacks,287.21,286,Haldiram,37,0.7272727272727273,Medium Demand,"Regional warehouses, moderate priority"
337,Sumeru Frozen Foods Product 337,Frozen Foods,435.4,141,Sumeru,37,0.7272727272727273,Medium Demand,"Regional warehouses, moderate priority"
338,Nestle Dairy Product 338,Dairy,88.6,318,Nestle,47,0.9545454545454546,Medium Demand,"Regional warehouses, moderate priority"
339,Britannia Bakery Product 339,Bakery,465.74,405,Britannia,31,0.5909090909090909,High Demand,"Central warehouse, closest to delivery hubs"
340,Sumeru Frozen Foods Product 340,Frozen Foods,442.0,94,Sumeru,35,0.6818181818181818,Medium Demand,"Regional warehouses, moderate priority"
341,Harpic Household Essentials Product 341,Household Essentials,73.15,412,Harpic,34,0.6590909090909091,High Demand,"Central warehouse, closest to delivery hubs"
342,Dettol Household Essentials Product 342,Household Essentials,10.55,307,Dettol,18,0.29545454545454547,Low Demand,"Stored in secondary locations, replenished as needed"
343,Britannia Bakery Product 343,Bakery,136.76,499,Britannia,36,0.7045454545454546,Medium Demand,"Regional warehouses, moderate priority"
344,Harvest Gold Bakery Product 344,Bakery,169.95,282,Harvest Gold,21,0.36363636363636365,High Demand,"Central warehouse, closest to delivery hubs"
345,Harpic Household Essentials Product 345,Household Essentials,320.66,393,Harpic,49,1.0,Medium Demand,"Regional warehouses, moderate priority"
346,Mother Dairy Dairy Product 346,Dairy,148.84,123,Mother Dairy,45,0.9090909090909091,Medium Demand,"Regional warehouses, moderate priority"
347,Bingo Snacks Product 347,Snacks,202.15,384,Bingo,34,0.6590909090909091,High Demand,"Central warehouse, closest to delivery hubs"
348,Britannia Bakery Product 348,Bakery,396.52,453,Britannia,36,0.7045454545454546,Medium Demand,"Regional warehouses, moderate priority"
349,Fresh Pick Fruits & Vegetables Product 349,Fruits & Vegetables,474.18,241,Fresh Pick,21,0.36363636363636365,High Demand,"Central warehouse, closest to delivery hubs"
350,Fresh Pick Fruits & Vegetables Product 350,Fruits & Vegetables,357.2,423,Fresh Pick,5,0.0,Low Demand,"Stored in secondary locations, replenished as needed"
351,ITC Frozen Foods Product 351,Frozen Foods,46.6,259,ITC,18,0.29545454545454547,Low Demand,"Stored in secondary locations, replenished as needed"
352,Surf Excel Household Essentials Product 352,Household Essentials,228.52,300,Surf Excel,39,0.7727272727272727,Medium Demand,"Regional warehouses, moderate priority"
353,Local Farm Fruits & Vegetables Product 353,Fruits & Vegetables,197.97,78,Local Farm,15,0.22727272727272727,Low Demand,"Stored in secondary locations, replenished as needed"
354,Pepsi Beverages Product 354,Beverages,192.2,465,Pepsi,15,0.22727272727272727,Low Demand,"Stored in secondary locations, replenished as needed"
355,Bingo Snacks Product 355,Snacks,228.49,479,Bingo,38,0.75,Medium Demand,"Regional warehouses, moderate priority"
356,Harvest Gold Bakery Product 356,Bakery,218.83,446,Harvest Gold,45,0.9090909090909091,Medium Demand,"Regional warehouses, moderate priority"
357,Dettol Household Essentials Product 357,Household Essentials,399.46,206,Dettol,15,0.22727272727272727,Low Demand,"Stored in secondary locations, replenished as needed"
358,Fresh Pick Fruits & Vegetables Product 358,Fruits & Vegetables,50.37,133,Fresh Pick,26,0.4772727272727273,High Demand,"Central warehouse, closest to delivery hubs"
359,Nestle Dairy Product 359,Dairy,435.35,431,Nestle,48,0.9772727272727273,Medium Demand,"Regional warehouses, moderate priority"
360,Local Farm Fruits & Vegetables Product 360,Fruits & Vegetables,472.37,406,Local Farm,24,0.4318181818181818,High Demand,"Central warehouse, closest to delivery hubs"
361,Sumeru Frozen Foods Product 361,Frozen Foods,144.37,436,Sumeru,5,0.0,Low Demand,"Stored in secondary locations, replenished as needed"
362,Haldiram Snacks Product 362,Snacks,364.97,211,Haldiram,39,0.7727272727272727,Medium Demand,"Regional warehouses, moderate priority"
363,Coca-Cola Beverages Product 363,Beverages,360.31,323,Coca-Cola,19,0.3181818181818182,Low Demand,"Stored in secondary locations, replenished as needed"
364,Fresh Pick Fruits & Vegetables Product 364,Fruits & Vegetables,276.18,109,Fresh Pick,29,0.5454545454545454,High Demand,"Central warehouse, closest to delivery hubs"
365,Coca-Cola Beverages Product 365,Beverages,390.53,128,Coca-Cola,31,0.5909090909090909,High Demand,"Central warehouse, closest to delivery hubs"
366,ITC Frozen Foods Product 366,Frozen Foods,382.9,436,ITC,33,0.6363636363636364,High Demand,"Central warehouse, closest to delivery hubs"
367,Local Farm Fruits & Vegetables Product 367,Fruits & Vegetables,456.8,427,Local Farm,7,0.045454545454545456,Low Demand,"Stored in secondary locations, replenished as needed"
368,Fresh Pick Fruits & Vegetables Product 368,Fruits & Vegetables,236.43,271,Fresh Pick,18,0.29545454545454547,Low Demand,"Stored in secondary locations, replenished as needed"
369,Surf Excel Household Essentials Product 369,Household Essentials,307.58,389,Surf Excel,40,0.7954545454545454,Medium Demand,"Regional warehouses, moderate priority"
370,Pepsi Beverages Product 370,Beverages,120.51,493,Pepsi,26,0.4772727272727273,High Demand,"Central warehouse, closest to delivery hubs"
371,McCain Frozen Foods Product 371,Frozen Foods,141.81,393,McCain,12,0.1590909090909091,Low Demand,"Stored in secondary locations, replenished as needed"
372,Amul Dairy Product 372,Dairy,83.29,326,Amul,22,0.38636363636363635,High Demand,"Central warehouse, closest to delivery hubs"
373,ITC Frozen Foods Product 373,Frozen Foods,245.17,144,ITC,42,0.8409090909090909,Medium Demand,"Regional warehouses, moderate priority"
374,Amul Dairy Product 374,Dairy,380.96,151,Amul,45,0.9090909090909091,Medium Demand,"Regional warehouses, moderate priority"
375,Mother Dairy Dairy Product 375,Dairy,377.09,90,Mother Dairy,21,0.36363636363636365,High Demand,"Central warehouse, closest to delivery hubs"
376,Local Farm Fruits & Vegetables Product 376,Fruits & Vegetables,289.74,129,Local Farm,26,0.4772727272727273,High Demand,"Central warehouse, closest to delivery hubs"
377,Fresh Pick Fruits & Vegetables Product 377,Fruits & Vegetables,179.55,473,Fresh Pick,36,0.7045454545454546,Medium Demand,"Regional warehouses, moderate priority"
378,Haldiram Snacks Product 378,Snacks,45.48,274,Haldiram,37,0.7272727272727273,Medium Demand,"Regional warehouses, moderate priority"
379,Coca-Cola Beverages Product 379,Beverages,50.43,126,Coca-Cola,30,0.5681818181818182,High Demand,"Central warehouse, closest to delivery hubs"
380,Sumeru Frozen Foods Product 380,Frozen Foods,75.03,408,Sumeru,30,0.5681818181818182,High Demand,"Central warehouse, closest to delivery hubs"
381,ITC Frozen Foods Product 381,Frozen Foods,402.29,155,ITC,48,0.9772727272727273,Medium Demand,"Regional warehouses, moderate priority"
382,Tropicana Beverages Product 382,Beverages,321.85,172,Tropicana,10,0.11363636363636363,Low Demand,"Stored in secondary locations, replenished as needed"
383,Pepsi Beverages Product 383,Beverages,312.14,272,Pepsi,36,0.7045454545454546,Medium Demand,"Regional warehouses, moderate priority"
384,Pepsi Beverages Product 384,Beverages,468.25,377,Pepsi,32,0.6136363636363636,High Demand,"Central warehouse, closest to delivery hubs"
385,ITC Frozen Foods Product 385,Frozen Foods,310.01,432,ITC,11,0.13636363636363635,Low Demand,"Stored in secondary locations, replenished as needed"
386,Mother Dairy Dairy Product 386,Dairy,410.48,459,Mother Dairy,7,0.045454545454545456,Low Demand,"Stored in secondary locations, replenished as needed"
387,Surf Excel Household Essentials Product 387,Household Essentials,90.36,63,Surf Excel,15,0.22727272727272727,Low Demand,"Stored in secondary locations, replenished as needed"
388,Kurkure Snacks Product 388,Snacks,300.71,61,Kurkure,17,0.2727272727272727,Low Demand,"Stored in secondary locations, replenished as needed"
389,Coca-Cola Beverages Product 389,Beverages,311.71,196,Coca-Cola,40,0.7954545454545454,Medium Demand,"Regional warehouses, moderate priority"
390,Harvest Gold Bakery Product 390,Bakery,437.2,358,Harvest Gold,36,0.7045454545454546,Medium Demand,"Regional warehouses, moderate priority"
391,Mother Dairy Dairy Product 391,Dairy,20.22,260,Mother Dairy,26,0.4772727272727273,High Demand,"Central warehouse, closest to delivery hubs"
392,Harvest Gold Bakery Product 392,Bakery,275.81,108,Harvest Gold,7,0.045454545454545456,Low Demand,"Stored in secondary locations, replenished as needed"
393,Fresh Pick Fruits & Vegetables Product 393,Fruits & Vegetables,207.6,494,Fresh Pick,33,0.6363636363636364,High Demand,"Central warehouse, closest to delivery hubs"
394,Sumeru Frozen Foods Product 394,Frozen Foods,109.75,440,Sumeru,16,0.25,Low Demand,"Stored in secondary locations, replenished as needed"
395,Pepsi Beverages Product 395,Beverages,480.78,491,Pepsi,28,0.5227272727272727,High Demand,"Central warehouse, closest to delivery hubs"
396,Local Farm Fruits & Vegetables Product 396,Fruits & Vegetables,179.51,413,Local Farm,24,0.4318181818181818,High Demand,"Central warehouse, closest to delivery hubs"
397,Fresh Pick Fruits & Vegetables Product 397,Fruits & Vegetables,276.22,484,Fresh Pick,36,0.7045454545454546,Medium Demand,"Regional warehouses, moderate priority"
398,Tropicana Beverages Product 398,Beverages,24.4,403,Tropicana,40,0.7954545454545454,Medium Demand,"Regional warehouses, moderate priority"
399,Bingo Snacks Product 399,Snacks,451.34,311,Bingo,43,0.8636363636363636,Medium Demand,"Regional warehouses, moderate priority"
400,Bingo Snacks Product 400,Snacks,300.25,295,Bingo,16,0.25,Low Demand,"Stored in secondary locations, replenished as needed"
401,Amul Dairy Product 401,Dairy,238.25,70,Amul,19,0.3181818181818182,Low Demand,"Stored in secondary locations, replenished as needed"
402,Red Bull Beverages Product 402,Beverages,390.24,149,Red Bull,34,0.6590909090909091,High Demand,"Central warehouse, closest to delivery hubs"
403,Harpic Household Essentials Product 403,Household Essentials,126.4,383,Harpic,6,0.022727272727272728,Low Demand,"Stored in secondary locations, replenished as needed"
404,Surf Excel Household Essentials Product 404,Household Essentials,428.65,90,Surf Excel,18,0.29545454545454547,Low Demand,"Stored in secondary locations, replenished as needed"
405,Surf Excel Household Essentials Product 405,Household Essentials,334.68,280,Surf Excel,10,0.11363636363636363,Low Demand,"Stored in secondary locations, replenished as needed"
406,Red Bull Beverages Product 406,Beverages,162.95,77,Red Bull,6,0.022727272727272728,Low Demand,"Stored in secondary locations, replenished as needed"
407,Amul Dairy Product 407,Dairy,14.42,498,Amul,44,0.8863636363636364,Medium Demand,"Regional warehouses, moderate priority"
408,Fresh Pick Fruits & Vegetables Product 408,Fruits & Vegetables,204.36,456,Fresh Pick,35,0.6818181818181818,Medium Demand,"Regional warehouses, moderate priority"
409,Mother Dairy Dairy Product 409,Dairy,46.01,319,Mother Dairy,20,0.3409090909090909,High Demand,"Central warehouse, closest to delivery hubs"
410,Lays Snacks Product 410,Snacks,175.13,399,Lays,45,0.9090909090909091,Medium Demand,"Regional warehouses, moderate priority"
411,Coca-Cola Beverages Product 411,Beverages,131.87,220,Coca-Cola,16,0.25,Low Demand,"Stored in secondary locations, replenished as needed"
412,Coca-Cola Beverages Product 412,Beverages,91.85,333,Coca-Cola,47,0.9545454545454546,Medium Demand,"Regional warehouses, moderate priority"
413,Britannia Bakery Product 413,Bakery,335.26,214,Britannia,48,0.9772727272727273,Medium Demand,"Regional warehouses, moderate priority"
414,Local Farm Fruits & Vegetables Product 414,Fruits & Vegetables,435.45,157,Local Farm,24,0.4318181818181818,High Demand,"Central warehouse, closest to delivery hubs"
415,Kurkure Snacks Product 415,Snacks,37.97,342,Kurkure,24,0.4318181818181818,High Demand,"Central warehouse, closest to delivery hubs"
416,Lays Snacks Product 416,Snacks,323.6,84,Lays,10,0.11363636363636363,Low Demand,"Stored in secondary locations, replenished as needed"
417,Britannia Bakery Product 417,Bakery,53.39,210,Britannia,18,0.29545454545454547,Low Demand,"Stored in secondary locations, replenished as needed"
418,Fresh Pick Fruits & Vegetables Product 418,Fruits & Vegetables,204.72,291,Fresh Pick,28,0.5227272727272727,High Demand,"Central warehouse, closest to delivery hubs"
419,Nestle Dairy Product 419,Dairy,18.52,266,Nestle,33,0.6363636363636364,High Demand,"Central warehouse, closest to delivery hubs"
420,Red Bull Beverages Product 420,Beverages,232.82,476,Red Bull,27,0.5,High Demand,"Central warehouse, closest to delivery hubs"
421,Fresh Pick Fruits & Vegetables Product 421,Fruits & Vegetables,78.43,433,Fresh Pick,49,1.0,Medium Demand,"Regional warehouses, moderate priority"
422,Fresh Pick Fruits & Vegetables Product 422,Fruits & Vegetables,470.51,429,Fresh Pick,12,0.1590909090909091,Low Demand,"Stored in secondary locations, replenished as needed"
423,Lays Snacks Product 423,Snacks,56.01,313,Lays,33,0.6363636363636364,High Demand,"Central warehouse, closest to delivery hubs"
424,McCain Frozen Foods Product 424,Frozen Foods,482.04,224,McCain,38,0.75,Medium Demand,"Regional warehouses, moderate priority"
425,Red Bull Beverages Product 425,Beverages,489.53,476,Red Bull,14,0.20454545454545456,Low Demand,"Stored in secondary locations, replenished as needed"
426,ITC Frozen Foods Product 426,Frozen Foods,129.63,75,ITC,12,0.1590909090909091,Low Demand,"Stored in secondary locations, replenished as needed"
427,Colgate Household Essentials Product 427,Household Essentials,386.57,377,Colgate,29,0.5454545454545454,High Demand,"Central warehouse, closest to delivery hubs"
428,McCain Frozen Foods Product 428,Frozen Foods,304.3,336,McCain,20,0.3409090909090909,High Demand,"Central warehouse, closest to delivery hubs"
429,McCain Frozen Foods Product 429,Frozen Foods,336.82,410,McCain,30,0.5681818181818182,High Demand,"Central warehouse, closest to delivery hubs"
430,ITC Frozen Foods Product 430,Frozen Foods,499.71,112,ITC,13,0.18181818181818182,Low Demand,"Stored in secondary locations, replenished as needed"
431,Coca-Cola Beverages Product 431,Beverages,496.74,318,Coca-Cola,13,0.18181818181818182,Low Demand,"Stored in secondary locations, replenished as needed"
432,Britannia Bakery Product 432,Bakery,151.46,373,Britannia,38,0.75,Medium Demand,"Regional warehouses, moderate priority"
433,Harvest Gold Bakery Product 433,Bakery,170.25,151,Harvest Gold,23,0.4090909090909091,High Demand,"Central warehouse, closest to delivery hubs"
434,ITC Frozen Foods Product 434,Frozen Foods,383.52,328,ITC,23,0.4090909090909091,High Demand,"Central warehouse, closest to delivery hubs"
435,Britannia Bakery Product 435,Bakery,194.08,359,Britannia,11,0.13636363636363635,Low Demand,"Stored in secondary locations, replenished as needed"
436,Coca-Cola Beverages Product 436,Beverages,169.05,125,Coca-Cola,11,0.13636363636363635,Low Demand,"Stored in secondary locations, replenished as needed"
437,Surf Excel Household Essentials Product 437,Household Essentials,196.41,142,Surf Excel,29,0.5454545454545454,High Demand,"Central warehouse, closest to delivery hubs"
438,Coca-Cola Beverages Product 438,Beverages,277.39,340,Coca-Cola,48,0.9772727272727273,Medium Demand,"Regional warehouses, moderate priority"
439,ITC Frozen Foods Product 439,Frozen Foods,297.66,159,ITC,18,0.29545454545454547,Low Demand,"Stored in secondary locations, replenished as needed"
440,Kurkure Snacks Product 440,Snacks,237.11,52,Kurkure,25,0.45454545454545453,High Demand,"Central warehouse, closest to delivery hubs"
441,Haldiram Snacks Product 441,Snacks,264.35,461,Haldiram,33,0.6363636363636364,High Demand,"Central warehouse, closest to delivery hubs"
442,Lays Snacks Product 442,Snacks,196.3,353,Lays,41,0.8181818181818182,Medium Demand,"Regional warehouses, moderate priority"
443,Colgate Household Essentials Product 443,Household Essentials,243.58,92,Colgate,27,0.5,High Demand,"Central warehouse, closest to delivery hubs"
444,ITC Frozen Foods Product 444,Frozen Foods,361.88,428,ITC,47,0.9545454545454546,Medium Demand,"Regional warehouses, moderate priority"
445,Britannia Bakery Product 445,Bakery,105.93,385,Britannia,19,0.3181818181818182,Low Demand,"Stored in secondary locations, replenished as needed"
446,Tropicana Beverages Product 446,Beverages,464.25,320,Tropicana,8,0.06818181818181818,Low Demand,"Stored in secondary locations, replenished as needed"
447,Britannia Bakery Product 447,Bakery,182.3,339,Britannia,18,0.29545454545454547,Low Demand,"Stored in secondary locations, replenished as needed"
448,Harvest Gold Bakery Product 448,Bakery,135.82,101,Harvest Gold,31,0.5909090909090909,High Demand,"Central warehouse, closest to delivery hubs"
449,Britannia Bakery Product 449,Bakery,270.81,185,Britannia,20,0.3409090909090909,High Demand,"Central warehouse, closest to delivery hubs"
450,Haldiram Snacks Product 450,Snacks,361.64,51,Haldiram,17,0.2727272727272727,Low Demand,"Stored in secondary locations, replenished as needed"
451,Fresh Pick Fruits & Vegetables Product 451,Fruits & Vegetables,69.72,312,Fresh Pick,35,0.6818181818181818,Medium Demand,"Regional warehouses, moderate priority"
452,Fresh Pick Fruits & Vegetables Product 452,Fruits & Vegetables,401.89,208,Fresh Pick,11,0.13636363636363635,Low Demand,"Stored in secondary locations, replenished as needed"
453,Colgate Household Essentials Product 453,Household Essentials,398.77,494,Colgate,46,0.9318181818181818,Medium Demand,"Regional warehouses, moderate priority"
454,Fresh Pick Fruits & Vegetables Product 454,Fruits & Vegetables,246.94,312,Fresh Pick,5,0.0,Low Demand,"Stored in secondary locations, replenished as needed"
455,Fresh Pick Fruits & Vegetables Product 455,Fruits & Vegetables,267.98,96,Fresh Pick,17,0.2727272727272727,Low Demand,"Stored in secondary locations, replenished as needed"
456,Harpic Household Essentials Product 456,Household Essentials,411.4,263,Harpic,32,0.6136363636363636,High Demand,"Central warehouse, closest to delivery hubs"
457,Pepsi Beverages Product 457,Beverages,113.9,59,Pepsi,28,0.5227272727272727,High Demand,"Central warehouse, closest to delivery hubs"
458,Lays Snacks Product 458,Snacks,421.53,121,Lays,28,0.5227272727272727,High Demand,"Central warehouse, closest to delivery hubs"
459,Pepsi Beverages Product 459,Beverages,135.27,117,Pepsi,28,0.5227272727272727,High Demand,"Central warehouse, closest to delivery hubs"
460,Nestle Dairy Product 460,Dairy,337.1,195,Nestle,23,0.4090909090909091,High Demand,"Central warehouse, closest to delivery hubs"
461,Fresh Pick Fruits & Vegetables Product 461,Fruits & Vegetables,231.37,291,Fresh Pick,9,0.09090909090909091,Low Demand,"Stored in secondary locations, replenished as needed"
462,Surf Excel Household Essentials Product 462,Household Essentials,371.07,275,Surf Excel,37,0.7272727272727273,Medium Demand,"Regional warehouses, moderate priority"
463,Surf Excel Household Essentials Product 463,Household Essentials,56.9,481,Surf Excel,41,0.8181818181818182,Medium Demand,"Regional warehouses, moderate priority"
464,Dettol Household Essentials Product 464,Household Essentials,307.48,209,Dettol,15,0.22727272727272727,Low Demand,"Stored in secondary locations, replenished as needed"
465,Lays Snacks Product 465,Snacks,201.54,490,Lays,29,0.5454545454545454,High Demand,"Central warehouse, closest to delivery hubs"
466,Haldiram Snacks Product 466,Snacks,76.86,134,Haldiram,22,0.38636363636363635,High Demand,"Central warehouse, closest to delivery hubs"
467,Mother Dairy Dairy Product 467,Dairy,219.82,216,Mother Dairy,45,0.9090909090909091,Medium Demand,"Regional warehouses, moderate priority"
468,Red Bull Beverages Product 468,Beverages,495.72,237,Red Bull,23,0.4090909090909091,High Demand,"Central warehouse, closest to delivery hubs"
469,Fresh Pick Fruits & Vegetables Product 469,Fruits & Vegetables,175.24,337,Fresh Pick,43,0.8636363636363636,Medium Demand,"Regional warehouses, moderate priority"
470,Harvest Gold Bakery Product 470,Bakery,139.8,278,Harvest Gold,37,0.7272727272727273,Medium Demand,"Regional warehouses, moderate priority"
471,Local Farm Fruits & Vegetables Product 471,Fruits & Vegetables,206.58,402,Local Farm,10,0.11363636363636363,Low Demand,"Stored in secondary locations, replenished as needed"
472,Red Bull Beverages Product 472,Beverages,44.02,98,Red Bull,6,0.022727272727272728,Low Demand,"Stored in secondary locations, replenished as needed"
473,Local Farm Fruits & Vegetables Product 473,Fruits & Vegetables,44.27,209,Local Farm,25,0.45454545454545453,High Demand,"Central warehouse, closest to delivery hubs"
474,ITC Frozen Foods Product 474,Frozen Foods,343.26,349,ITC,7,0.045454545454545456,Low Demand,"Stored in secondary locations, replenished as needed"
475,ITC Frozen Foods Product 475,Frozen Foods,35.65,221,ITC,6,0.022727272727272728,Low Demand,"Stored in secondary locations, replenished as needed"
476,McCain Frozen Foods Product 476,Frozen Foods,497.79,335,McCain,12,0.1590909090909091,Low Demand,"Stored in secondary locations, replenished as needed"
477,ITC Frozen Foods Product 477,Frozen Foods,479.24,382,ITC,33,0.6363636363636364,High Demand,"Central warehouse, closest to delivery hubs"
478,Dettol Household Essentials Product 478,Household Essentials,108.46,257,Dettol,46,0.9318181818181818,Medium Demand,"Regional warehouses, moderate priority"
479,ITC Frozen Foods Product 479,Frozen Foods,230.68,449,ITC,16,0.25,Low Demand,"Stored in secondary locations, replenished as needed"
480,Tropicana Beverages Product 480,Beverages,335.81,52,Tropicana,20,0.3409090909090909,High Demand,"Central warehouse, closest to delivery hubs"
481,McCain Frozen Foods Product 481,Frozen Foods,68.72,164,McCain,44,0.8863636363636364,Medium Demand,"Regional warehouses, moderate priority"
482,McCain Frozen Foods Product 482,Frozen Foods,371.22,297,McCain,48,0.9772727272727273,Medium Demand,"Regional warehouses, moderate priority"
483,Coca-Cola Beverages Product 483,Beverages,339.06,133,Coca-Cola,10,0.11363636363636363,Low Demand,"Stored in secondary locations, replenished as needed"
484,ITC Frozen Foods Product 484,Frozen Foods,396.07,337,ITC,37,0.7272727272727273,Medium Demand,"Regional warehouses, moderate priority"
485,Harvest Gold Bakery Product 485,Bakery,258.35,275,Harvest Gold,18,0.29545454545454547,Low Demand,"Stored in secondary locations, replenished as needed"
486,Local Farm Fruits & Vegetables Product 486,Fruits & Vegetables,121.41,286,Local Farm,6,0.022727272727272728,Low Demand,"Stored in secondary locations, replenished as needed"
487,Coca-Cola Beverages Product 487,Beverages,179.7,298,Coca-Cola,13,0.18181818181818182,Low Demand,"Stored in secondary locations, replenished as needed"
488,Red Bull Beverages Product 488,Beverages,414.39,239,Red Bull,27,0.5,High Demand,"Central warehouse, closest to delivery hubs"
489,Haldiram Snacks Product 489,Snacks,437.93,311,Haldiram,39,0.7727272727272727,Medium Demand,"Regional warehouses, moderate priority"
490,Sumeru Frozen Foods Product 490,Frozen Foods,291.55,365,Sumeru,41,0.8181818181818182,Medium Demand,"Regional warehouses, moderate priority"
491,Fresh Pick Fruits & Vegetables Product 491,Fruits & Vegetables,255.56,98,Fresh Pick,46,0.9318181818181818,Medium Demand,"Regional warehouses, moderate priority"
492,ITC Frozen Foods Product 492,Frozen Foods,317.7,207,ITC,28,0.5227272727272727,High Demand,"Central warehouse, closest to delivery hubs"
493,Kurkure Snacks Product 493,Snacks,363.5,116,Kurkure,20,0.3409090909090909,High Demand,"Central warehouse, closest to delivery hubs"
494,Colgate Household Essentials Product 494,Household Essentials,411.18,448,Colgate,25,0.45454545454545453,High Demand,"Central warehouse, closest to delivery hubs"
495,Mother Dairy Dairy Product 495,Dairy,85.36,468,Mother Dairy,22,0.38636363636363635,High Demand,"Central warehouse, closest to delivery hubs"
496,ITC Frozen Foods Product 496,Frozen Foods,324.08,74,ITC,6,0.022727272727272728,Low Demand,"Stored in secondary locations, replenished as needed"
497,Coca-Cola Beverages Product 497,Beverages,432.39,213,Coca-Cola,35,0.6818181818181818,Medium Demand,"Regional warehouses, moderate priority"
498,McCain Frozen Foods Product 498,Frozen Foods,307.06,359,McCain,7,0.045454545454545456,Low Demand,"Stored in secondary locations, replenished as needed"
499,Amul Dairy Product 499,Dairy,414.35,190,Amul,38,0.75,Medium Demand,"Regional warehouses, moderate priority"
500,Harvest Gold Bakery Product 500,Bakery,257.99,128,Harvest Gold,8,0.06818181818181818,Low Demand,"Stored in secondary locations, replenished as needed"
